"도시별","지출목적별",2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"전라남도","06 보건",95.244,95.083,95.442,96.710,97.572,98.494,98.322,98.743,100.00,99.85
"전라남도","06.1 의료용품 및 장비",97.619,97.508,98.227,99.541,99.232,98.693,97.864,98.899,100.00,98.33
"전라남도","06.2 외래환자 서비스",93.367,92.463,92.253,93.478,94.752,96.139,97.445,98.136,100.00,101.51
"전라남도","06.3 병원 서비스",95.690,96.907,97.857,99.151,101.184,103.661,101.348,99.858,100.00,99.22
"전라남도","07 교통",113.250,113.320,111.697,101.042,97.414,101.967,104.356,102.024,100.00,107.46
"전라남도","07.1 운송장비",100.144,101.342,101.093,100.053,100.379,101.266,100.080,98.859,100.00,101.54
"전라남도","07.2 개인운송장비 운영",130.946,127.788,123.388,104.541,98.002,104.263,109.959,105.289,100.00,111.24
"전라남도","07.3 운송 서비스",80.556,87.848,91.956,91.818,91.330,96.348,95.919,98.470,100.00,104.73
"전라남도","08 통신",105.446,105.341,105.321,105.120,105.206,105.512,104.580,102.157,100.00,98.85
"전라남도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"전라남도","08.2 전화 및 팩스장비",109.892,106.789,103.209,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"전라남도","08.3 전화 및 팩스 서비스",106.872,106.872,106.973,107.025,107.079,107.126,105.739,102.874,100.00,100.97
"전라남도","09 오락 및 문화",98.876,99.592,99.691,99.106,100.826,100.689,101.293,101.010,100.00,100.73
"전라남도","09.1 음향, 영상, 사진 및 정보처리 장비",142.458,137.169,127.672,121.100,119.499,114.649,107.918,103.472,100.00,98.54
"전라남도","09.2 기타 오락 및 문화용 주요 내구재",97.120,97.233,96.440,96.420,96.706,98.914,101.605,101.723,100.00,100.56
"전라남도","09.3 기타 오락용품, 조경용품 및 애완동물",89.142,90.307,92.445,93.805,96.948,97.267,97.881,97.374,100.00,100.03
"전라남도","09.4 오락 및 문화 서비스",90.093,91.038,92.324,93.199,94.722,95.752,97.539,98.967,100.00,101.62
"전라남도","09.5 신문, 서적 및 문방구",88.440,90.774,93.541,96.191,97.170,98.640,99.468,100.296,100.00,100.79
"전라남도","09.6 단체여행",108.825,111.967,111.765,105.232,107.860,106.203,106.962,105.204,100.00,101.51
"전라남도","10 교육",94.186,96.063,97.284,98.782,101.500,102.714,104.352,103.569,100.00,100.45
"전라남도","10.1 유치원 및 초등교육",183.056,129.098,125.549,131.367,133.425,136.497,140.458,139.492,100.00,65.97
"전라남도","10.3 고등교육",104.061,103.068,102.607,102.491,102.535,102.535,102.253,101.898,100.00,100.57
"전라남도","10.4 기타교육",82.716,86.212,87.944,89.788,93.529,95.187,97.436,99.391,100.00,101.30
"전라남도","11 음식 및 숙박",86.337,87.523,89.015,90.614,91.714,93.311,96.318,98.380,100.00,102.65
"전라남도","11.1 음식 서비스",86.637,87.776,89.202,90.779,91.862,93.434,96.519,98.676,100.00,102.72
"전라남도","11.2 숙박 서비스",80.318,82.711,85.860,88.105,89.553,91.650,93.592,94.441,100.00,100.69
"전라남도","12 기타 상품 및 서비스",82.720,84.540,86.715,88.532,92.364,96.364,96.757,98.014,100.00,101.89
"전라남도","12.1 미용용품 및 미용 서비스",88.799,92.007,94.820,96.143,97.038,98.339,98.212,98.743,100.00,100.89
"전라남도","12.3 기타 개인용품",77.535,81.639,85.996,92.564,94.532,96.615,97.740,99.822,100.00,99.64
"전라남도","12.4~7 기타서비스",78.715,77.074,77.366,78.629,86.142,93.570,94.422,96.392,100.00,103.59
"경상북도","0 총지수",93.713,94.798,95.758,95.795,96.452,98.240,99.703,99.875,100.00,102.74
"경상북도","01 식료품 및 비주류음료",85.700,86.389,87.151,88.501,90.577,93.257,96.456,96.089,100.00,105.65
"경상북도","01.1 식료품",85.436,85.921,86.693,87.978,90.182,93.018,96.325,95.829,100.00,105.94
"경상북도","01.2 비주류 음료",89.971,93.769,94.429,96.756,96.582,96.520,98.268,99.640,100.00,101.35
"경상북도","02 주류 및 담배",62.057,62.877,62.921,97.244,97.899,99.142,99.339,99.691,100.00,100.11
"경상북도","02.1 주류",84.943,88.617,89.222,89.984,92.418,97.049,97.718,98.941,100.00,100.31
"경상북도","02.2 담배",56.359,56.412,56.311,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"경상북도","03 의류 및 신발",87.442,90.087,93.591,94.915,96.665,97.842,98.903,99.112,100.00,100.52
"경상북도","03.1 의류",86.978,90.199,94.028,95.412,97.029,98.282,99.164,99.222,100.00,100.39
"경상북도","03.2 신발",90.523,89.569,91.031,91.965,94.633,95.271,97.378,98.480,100.00,101.33
"경상북도","04 주택, 수도, 전기 및 연료",99.035,101.942,104.450,100.736,98.155,98.884,99.020,100.070,100.00,101.48
"경상북도","04.1 주택임차료",98.775,100.888,102.246,102.929,103.391,103.105,102.126,100.771,100.00,100.43
"경상북도","04.3 주거시설 유지 · 보수",81.234,85.616,87.335,86.770,87.370,90.227,94.633,97.607,100.00,103.86
"경상북도","04.4 수도 및 주거관련 서비스",71.210,74.357,77.832,81.659,85.819,89.229,91.570,95.235,100.00,104.51
"경상북도","04.5 전기, 가스 및 기타연료",122.187,125.254,128.507,114.680,102.837,102.230,101.214,102.952,100.00,100.35
"경상북도","05 가정용품 및 가사 서비스",89.643,90.115,92.036,93.864,95.497,96.513,98.688,100.143,100.00,101.95
"경상북도","05.1 가구, 가사비품 및 카페트",79.800,79.101,80.266,81.665,85.907,88.770,93.704,99.612,100.00,104.53
"경상북도","05.2 가정용 섬유제품",92.776,93.088,92.687,92.634,93.765,94.796,95.594,97.011,100.00,100.85
"경상북도","05.3 가정용 기기",90.971,91.930,95.468,98.532,100.217,100.365,100.999,101.504,100.00,99.92
"경상북도","05.4 주방용품 및 가정용품",88.922,90.581,92.122,96.542,97.088,98.040,98.965,99.180,100.00,100.74
"경상북도","05.5 가정 · 정원용 공구 및 장비",95.580,98.919,99.351,98.290,98.707,99.532,100.250,99.227,100.00,104.46
"경상북도","05.6 일상 생활용품 및 가사 서비스",98.675,97.652,98.706,98.526,97.459,97.538,100.952,100.447,100.00,103.20
"경상북도","06 보건",94.335,94.667,95.416,96.705,97.763,98.688,98.504,98.841,100.00,100.12
"경상북도","06.1 의료용품 및 장비",98.097,97.829,98.668,99.975,100.042,99.654,98.850,99.524,100.00,98.76
"경상북도","06.2 외래환자 서비스",91.402,91.503,91.970,93.213,94.789,96.473,97.392,97.973,100.00,101.78
"경상북도","06.3 병원 서비스",94.953,97.164,98.489,99.863,101.783,103.528,101.356,99.904,100.00,99.26
"경상북도","07 교통",118.073,116.722,114.068,102.216,99.052,103.125,106.295,103.289,100.00,108.42
"경상북도","07.1 운송장비",100.201,101.385,101.144,100.108,100.425,101.280,100.085,98.856,100.00,101.60
"경상북도","07.2 개인운송장비 운영",134.743,131.089,126.337,106.235,99.138,105.732,111.453,106.260,100.00,112.35
"경상북도","07.3 운송 서비스",85.861,88.509,89.397,89.767,96.062,96.198,96.934,99.328,100.00,103.16
"경상북도","08 통신",105.464,105.320,105.260,105.065,105.154,105.476,104.558,102.146,100.00,99.26
"경상북도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"경상북도","08.2 전화 및 팩스장비",109.204,105.771,102.268,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"경상북도","08.3 전화 및 팩스 서비스",106.872,106.872,106.973,107.019,107.073,107.120,105.736,102.875,100.00,100.97
"경상북도","09 오락 및 문화",96.485,97.388,98.125,98.277,100.240,100.346,100.858,100.939,100.00,100.48
"경상북도","09.1 음향, 영상, 사진 및 정보처리 장비",137.270,131.782,121.801,114.841,115.288,113.118,107.072,103.100,100.00,98.58
"경상북도","09.2 기타 오락 및 문화용 주요 내구재",102.151,101.909,99.318,98.777,98.413,101.296,102.687,102.163,100.00,100.68
"경상북도","09.3 기타 오락용품, 조경용품 및 애완동물",90.598,91.711,92.964,94.939,98.124,98.104,98.463,97.847,100.00,99.75
"경상북도","09.4 오락 및 문화 서비스",88.050,88.767,90.872,92.184,94.238,95.114,97.109,99.172,100.00,101.27
"경상북도","09.5 신문, 서적 및 문방구",87.845,90.338,92.965,95.924,96.488,97.810,98.683,100.481,100.00,100.66
"경상북도","09.6 단체여행",109.447,112.318,111.994,105.246,107.879,106.216,106.978,105.217,100.00,101.56
"경상북도","10 교육",93.087,94.267,95.103,96.761,98.627,99.959,101.401,102.618,100.00,100.09
"경상북도","10.1 유치원 및 초등교육",163.621,112.990,106.792,109.958,112.211,113.486,109.436,107.593,100.00,83.61
"경상북도","10.3 고등교육",103.677,102.641,102.314,102.241,102.182,102.159,101.841,101.503,100.00,99.99
"경상북도","10.4 기타교육",83.318,87.285,88.779,90.930,93.254,94.917,97.040,99.486,100.00,100.72
"경상북도","11 음식 및 숙박",86.614,88.678,89.743,91.441,93.274,95.135,97.236,99.362,100.00,102.92
"경상북도","11.1 음식 서비스",86.748,88.830,89.897,91.571,93.422,95.283,97.390,99.621,100.00,102.98
"경상북도","11.2 숙박 서비스",84.548,86.141,87.103,89.710,91.075,92.944,94.930,95.507,100.00,101.43
"경상북도","12 기타 상품 및 서비스",86.306,87.245,89.579,91.684,94.825,97.825,97.978,98.963,100.00,101.52
"경상북도","12.1 미용용품 및 미용 서비스",92.267,94.512,97.346,98.828,99.406,99.504,99.325,100.291,100.00,100.29
"경상북도","12.3 기타 개인용품",77.130,81.452,85.823,92.244,94.263,96.160,97.401,99.507,100.00,99.39
"경상북도","12.4~7 기타서비스",82.385,79.649,80.346,81.935,88.651,95.649,95.922,96.481,100.00,103.54
"경상남도","0 총지수",92.520,93.723,94.997,95.521,96.405,97.952,99.304,99.385,100.00,102.53
"경상남도","01 식료품 및 비주류음료",86.286,86.838,87.422,88.329,90.232,92.400,95.453,95.736,100.00,105.15
"경상남도","01.1 식료품",85.956,86.404,86.943,87.811,89.807,92.108,95.257,95.485,100.00,105.39
"경상남도","01.2 비주류 음료",91.994,94.059,95.332,96.796,97.179,97.161,98.638,99.826,100.00,101.54
"경상남도","02 주류 및 담배",63.160,64.234,64.142,97.000,97.672,98.973,99.206,99.497,100.00,100.27
"경상남도","02.1 주류",84.887,89.085,89.046,89.636,92.048,96.734,97.474,98.397,100.00,100.76
"경상남도","02.2 담배",56.397,56.452,56.343,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"경상남도","03 의류 및 신발",88.202,91.031,94.782,95.939,97.731,98.781,99.819,99.455,100.00,100.50
"경상남도","03.1 의류",87.968,91.387,95.322,96.595,98.242,99.354,100.221,99.616,100.00,100.36
"경상남도","03.2 신발",90.279,89.129,91.653,92.017,94.702,95.360,97.408,98.519,100.00,101.30
"경상남도","04 주택, 수도, 전기 및 연료",97.000,99.942,102.868,100.611,99.257,100.008,99.787,100.412,100.00,101.34
"경상남도","04.1 주택임차료",99.341,101.756,103.188,103.852,104.251,104.515,103.154,101.233,100.00,100.42
"경상남도","04.3 주거시설 유지 · 보수",78.889,81.481,84.518,87.410,90.475,92.267,95.767,98.725,100.00,105.08
"경상남도","04.4 수도 및 주거관련 서비스",69.978,72.890,78.304,81.940,86.814,90.274,93.426,97.364,100.00,102.27
"경상남도","04.5 전기, 가스 및 기타연료",121.692,125.589,128.772,115.709,104.304,102.997,100.729,102.124,100.00,100.07
"경상남도","05 가정용품 및 가사 서비스",89.370,89.434,91.573,93.691,94.962,95.877,97.901,100.011,100.00,102.21
"경상남도","05.1 가구, 가사비품 및 카페트",80.000,79.075,79.844,81.726,86.012,88.861,93.792,99.593,100.00,104.63
"경상남도","05.2 가정용 섬유제품",93.660,93.814,93.099,92.424,93.336,94.377,95.212,97.044,100.00,100.93
"경상남도","05.3 가정용 기기",91.513,92.304,95.765,98.801,100.333,100.269,100.946,101.559,100.00,100.00
"경상남도","05.4 주방용품 및 가정용품",88.682,89.518,92.088,97.187,97.111,97.123,99.127,99.230,100.00,100.18
"경상남도","05.5 가정 · 정원용 공구 및 장비",95.996,99.630,100.411,99.366,99.045,100.167,101.025,99.960,100.00,104.59
"경상남도","05.6 일상 생활용품 및 가사 서비스",94.036,92.213,94.772,95.517,95.140,96.459,97.921,99.790,100.00,103.75
"경상남도","06 보건",94.274,95.042,95.893,97.092,98.038,98.884,98.535,98.679,100.00,100.02
"경상남도","06.1 의료용품 및 장비",98.153,98.680,99.359,100.659,100.419,99.639,98.405,98.924,100.00,98.88
"경상남도","06.2 외래환자 서비스",91.306,91.685,92.118,93.403,95.047,96.697,97.666,98.036,100.00,101.48
"경상남도","06.3 병원 서비스",94.236,96.402,98.623,99.395,101.021,103.243,101.316,99.904,100.00,99.29
"경상남도","07 교통",113.782,113.142,110.934,100.289,97.770,101.049,104.091,101.669,100.00,107.25
"경상남도","07.1 운송장비",100.182,101.369,101.177,100.141,100.404,101.273,100.098,98.848,100.00,101.65
"경상남도","07.2 개인운송장비 운영",133.801,129.958,125.417,105.321,99.056,104.896,110.351,105.750,100.00,111.68
"경상남도","07.3 운송 서비스",79.087,84.260,85.524,87.364,90.370,90.737,91.450,93.643,100.00,101.46
"경상남도","08 통신",104.969,104.919,104.927,104.826,104.921,105.254,104.395,102.041,100.00,98.77
"경상남도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"경상남도","08.2 전화 및 팩스장비",107.604,105.473,102.266,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"경상남도","08.3 전화 및 팩스 서비스",106.893,106.893,106.977,107.015,107.070,107.116,105.733,102.872,100.00,100.97
"경상남도","09 오락 및 문화",96.061,97.176,98.013,97.792,99.539,99.875,100.427,100.517,100.00,100.63
"경상남도","09.1 음향, 영상, 사진 및 정보처리 장비",130.271,126.135,119.838,117.192,116.975,114.204,107.513,103.060,100.00,98.57
"경상남도","09.2 기타 오락 및 문화용 주요 내구재",105.579,106.150,103.938,101.918,101.473,101.239,103.545,102.393,100.00,101.08
"경상남도","09.3 기타 오락용품, 조경용품 및 애완동물",90.159,91.381,93.341,93.768,97.187,97.487,97.704,97.431,100.00,100.24
"경상남도","09.4 오락 및 문화 서비스",89.454,90.431,92.486,93.277,94.835,96.005,97.735,99.067,100.00,101.23
"경상남도","09.5 신문, 서적 및 문방구",88.009,90.461,92.597,95.697,96.195,97.623,98.586,100.318,100.00,100.62
"경상남도","09.6 단체여행",108.883,112.004,111.790,105.234,107.862,106.204,106.964,105.206,100.00,101.58
"경상남도","10 교육",94.732,95.545,97.346,98.972,100.219,100.984,102.307,102.593,100.00,100.76
"경상남도","10.1 유치원 및 초등교육",142.613,103.442,100.433,107.549,110.359,111.589,113.043,112.897,100.00,88.19
"경상남도","10.3 고등교육",103.005,102.030,101.850,101.819,101.827,101.829,101.532,101.351,100.00,100.14
"경상남도","10.4 기타교육",86.133,89.304,91.770,93.491,94.987,95.921,97.741,98.918,100.00,101.45
"경상남도","11 음식 및 숙박",84.105,86.349,88.148,91.952,94.577,96.424,98.140,98.763,100.00,102.87
"경상남도","11.1 음식 서비스",84.164,86.411,88.223,92.087,94.739,96.591,98.290,98.913,100.00,102.95
"경상남도","11.2 숙박 서비스",84.296,86.473,87.750,89.453,90.821,92.547,94.608,95.272,100.00,100.67
"경상남도","12 기타 상품 및 서비스",83.525,84.193,86.298,88.609,91.679,94.456,96.076,97.689,100.00,101.91
"경상남도","12.1 미용용품 및 미용 서비스",86.895,89.386,91.691,93.031,93.483,93.757,95.598,97.305,100.00,100.86
"경상남도","12.3 기타 개인용품",78.016,82.002,86.107,92.494,94.271,96.276,97.514,99.611,100.00,99.40
"경상남도","12.4~7 기타서비스",82.920,77.286,77.912,80.460,87.996,94.871,96.302,97.619,100.00,103.87
"제주특별자치도","0 총지수",91.257,92.519,93.550,94.149,95.366,97.553,99.252,99.574,100.00,102.63
"제주특별자치도","01 식료품 및 비주류음료",83.403,84.917,85.686,87.849,89.968,92.290,95.928,96.679,100.00,105.99
"제주특별자치도","01.1 식료품",82.725,84.197,84.973,87.149,89.447,91.987,95.777,96.446,100.00,106.44
"제주특별자치도","01.2 비주류 음료",93.580,95.668,96.389,98.376,97.695,96.665,98.124,100.069,100.00,99.98
"제주특별자치도","02 주류 및 담배",64.276,65.122,65.079,97.366,97.728,98.892,99.160,99.804,100.00,99.95
"제주특별자치도","02.1 주류",88.074,91.209,91.345,91.662,92.821,96.551,97.390,99.392,100.00,99.83
"제주특별자치도","02.2 담배",56.356,56.409,56.307,100.000,100.000,100.000,100.000,100.000,100.00,100.00
"제주특별자치도","03 의류 및 신발",88.287,90.722,94.453,95.795,97.835,98.942,100.081,100.208,100.00,100.46
"제주특별자치도","03.1 의류",87.981,91.166,95.103,96.503,98.392,99.584,100.551,100.508,100.00,100.32
"제주특별자치도","03.2 신발",89.602,88.173,90.843,91.880,94.640,95.346,97.427,98.536,100.00,101.22
"제주특별자치도","04 주택, 수도, 전기 및 연료",93.242,95.830,97.084,95.056,95.169,97.908,100.183,100.772,100.00,102.02
"제주특별자치도","04.1 주택임차료",89.911,92.859,94.248,95.558,97.910,100.147,100.625,100.387,100.00,100.01
"제주특별자치도","04.3 주거시설 유지 · 보수",78.040,81.451,82.422,87.730,90.624,94.200,98.058,99.636,100.00,100.85
"제주특별자치도","04.4 수도 및 주거관련 서비스",65.109,70.334,72.429,76.908,80.421,84.120,89.836,95.064,100.00,101.79
"제주특별자치도","04.5 전기, 가스 및 기타연료",119.666,119.855,120.568,106.219,99.126,102.048,105.315,104.714,100.00,108.99
"제주특별자치도","05 가정용품 및 가사 서비스",88.607,88.956,90.818,93.361,94.535,95.876,97.699,99.922,100.00,102.33
"제주특별자치도","05.1 가구, 가사비품 및 카페트",80.426,79.301,80.192,81.797,86.042,88.832,93.755,99.635,100.00,104.53
"제주특별자치도","05.2 가정용 섬유제품",93.515,93.972,92.971,92.899,93.859,94.979,95.820,97.723,100.00,101.79
"제주특별자치도","05.3 가정용 기기",91.910,93.571,96.984,100.164,101.331,100.774,101.038,101.522,100.00,99.97
"제주특별자치도","05.4 주방용품 및 가정용품",90.160,91.610,92.049,96.825,96.866,98.504,100.270,99.902,100.00,102.20
"제주특별자치도","05.5 가정 · 정원용 공구 및 장비",98.184,99.550,100.316,100.446,100.668,101.333,101.934,100.639,100.00,105.05
"제주특별자치도","05.6 일상 생활용품 및 가사 서비스",90.106,88.903,91.026,94.235,93.557,95.275,96.081,98.498,100.00,103.68
"제주특별자치도","06 보건",93.685,94.263,94.999,96.125,97.228,97.947,97.861,98.225,100.00,100.40
"제주특별자치도","06.1 의료용품 및 장비",94.288,95.445,97.036,98.264,98.490,98.118,97.201,98.061,100.00,99.59
"제주특별자치도","06.2 외래환자 서비스",91.976,91.756,91.814,92.918,94.566,95.927,97.437,97.868,100.00,101.52
"제주특별자치도","06.3 병원 서비스",97.070,98.842,99.765,100.707,102.238,103.600,101.161,99.821,100.00,99.19
"제주특별자치도","07 교통",110.156,110.094,108.837,100.508,97.837,101.952,103.452,101.981,100.00,105.77
"제주특별자치도","07.1 운송장비",100.282,101.471,101.225,100.183,100.534,101.345,100.126,98.850,100.00,101.57
"제주특별자치도","07.2 개인운송장비 운영",128.179,125.948,121.075,103.396,97.599,104.963,109.200,106.474,100.00,110.41
"제주특별자치도","07.3 운송 서비스",85.791,88.438,92.756,94.494,94.038,96.067,97.675,98.812,100.00,101.08
"제주특별자치도","08 통신",105.857,105.558,105.333,104.905,105.000,105.350,104.454,102.095,100.00,98.76
"제주특별자치도","08.1 우편서비스",74.340,77.611,82.190,82.190,82.190,87.785,89.644,96.548,100.00,103.33
"제주특별자치도","08.2 전화 및 팩스장비",109.367,105.806,102.275,96.926,97.199,98.760,99.769,99.113,100.00,92.71
"제주특별자치도","08.3 전화 및 팩스 서비스",106.879,106.879,106.964,107.002,107.056,107.103,105.720,102.870,100.00,100.96
"제주특별자치도","09 오락 및 문화",97.406,98.073,98.323,97.931,100.073,100.378,100.860,100.324,100.00,100.41
"제주특별자치도","09.1 음향, 영상, 사진 및 정보처리 장비",132.347,128.485,121.834,116.751,116.669,114.073,107.492,103.116,100.00,98.53
"제주특별자치도","09.2 기타 오락 및 문화용 주요 내구재",100.072,100.299,101.846,101.213,101.006,101.112,102.410,101.620,100.00,100.72
"제주특별자치도","09.3 기타 오락용품, 조경용품 및 애완동물",91.825,92.464,93.469,95.383,98.733,98.433,98.923,97.403,100.00,99.17
"제주특별자치도","09.4 오락 및 문화 서비스",88.785,89.593,91.005,91.729,94.085,95.644,97.477,98.480,100.00,101.34
"제주특별자치도","09.5 신문, 서적 및 문방구",87.863,90.239,92.772,95.750,96.422,97.646,99.065,99.848,100.00,101.09
"제주특별자치도","09.6 단체여행",110.038,112.624,112.173,105.211,107.835,106.183,106.942,105.183,100.00,101.52
"제주특별자치도","10 교육",91.166,94.213,95.332,95.908,96.776,97.282,98.440,100.184,100.00,99.36
"제주특별자치도","10.1 유치원 및 초등교육",125.256,98.323,95.194,102.652,107.572,111.800,118.084,121.098,100.00,67.69
"제주특별자치도","10.3 고등교육",101.634,102.098,101.951,101.163,102.291,102.356,100.847,100.357,100.00,98.16
"제주특별자치도","10.4 기타교육",86.998,91.786,93.419,94.170,95.025,95.647,97.534,99.919,100.00,99.93
"제주특별자치도","11 음식 및 숙박",83.913,85.429,87.547,89.377,92.571,95.519,97.761,98.832,100.00,102.96
"제주특별자치도","11.1 음식 서비스",83.968,85.443,87.585,89.425,92.643,95.585,97.823,98.896,100.00,103.04
"제주특별자치도","11.2 숙박 서비스",80.889,84.886,85.481,86.914,89.119,92.383,94.836,95.698,100.00,99.78
"제주특별자치도","12 기타 상품 및 서비스",84.195,83.635,85.768,88.680,92.122,96.035,97.126,98.123,100.00,102.54
"제주특별자치도","12.1 미용용품 및 미용 서비스",86.333,87.464,90.376,93.766,94.876,96.520,97.942,98.896,100.00,101.83
"제주특별자치도","12.3 기타 개인용품",78.270,82.249,86.520,92.160,94.248,96.296,97.403,99.474,100.00,99.57
"제주특별자치도","12.4~7 기타서비스",85.904,80.277,80.156,81.264,87.938,95.140,95.673,96.416,100.00,103.84
